galaxy_id,redshift,source_h5_row,bundle_h5_row
2649130044638282661,0.3919999897480011,46474,4143
2651899679643821685,0.37400001287460327,46543,4151
2754148778676869285,0.38600000739097595,47118,4221
2751209264680785774,0.335999995470047,47120,4222
2672788065651660152,0.38999998569488525,47151,4225
2762183851677072598,0.4399999976158142,47154,4226
2676791161651402752,0.38999998569488525,47348,4242
2688545899649512535,0.3779999911785126,47512,4253
2688467100649147503,0.41600000858306885,47565,4260
2626596556649997718,0.3700000047683716,47986,4295
2649368960646166706,0.18199999630451202,48206,4314
2693738487639793349,0.45399999618530273,48257,4320
2758471640649951322,0.3799999952316284,48405,4335
2721895882681623137,0.11999999731779099,48416,4337
2727114950648818197,0.38999998569488525,48464,4343
2648347833660342419,0.3619999885559082,48583,4355
2651826210657961711,0.33000001311302185,48721,4375
2746110314643668027,0.18400000035762787,48776,4380
2646495438652175016,0.4580000042915344,48787,4382
2755634596642661679,0.2919999957084656,48856,4384
2653501826682430311,0.42399999499320984,49139,4411
2754983001655468969,0.328000009059906,49399,4434
2718208108678431326,0.3700000047683716,49449,4436
2735415076688492499,0.36000001430511475,49466,4439
2631349515661964156,0.4480000138282776,49604,4454
2768701719674944040,0.3160000145435333,49801,4466
2647866481652897043,0.33000001311302185,49890,4475
2678626391650998211,0.3799999952316284,49968,4483
2629078143652953322,0.30799999833106995,50056,4492
2690893835689219271,0.3100000023841858,50097,4497
2661937976689085764,0.328000009059906,50481,4531
2647726437672557540,0.4320000112056732,50621,4540
2659439231660798187,0.3199999928474426,50731,4548
2657615399658215819,0.38600000739097595,51007,4560
2627974884656524727,0.4860000014305115,51160,4573
2765697800662569080,0.4560000002384186,51234,4583
2708993988645050103,0.3440000116825104,51384,4595
2710685295645928540,0.4440000057220459,51542,4608
2644198282669692001,0.46799999475479126,51639,4618
2682564044684504170,0.33000001311302185,51778,4626
2648473520663746282,0.44999998807907104,51877,4635
2646239407663122371,0.3799999952316284,51890,4638
2656469422655667782,0.40400001406669617,51993,4645
2741214236669940084,0.33000001311302185,52203,4662
2748785456678767129,0.34200000762939453,52226,4666
2661814164680955809,0.43799999356269836,52363,4677
2674624527687008521,0.1899999976158142,52412,4681
2728702169683634337,0.3799999952316284,52570,4695
2683749329652530748,0.33000001311302185,52667,4704
2652894385685566755,0.3840000033378601,52749,4714
2696935209641532016,0.4300000071525574,52775,4718
2671498570650253526,0.35199999809265137,53284,4764
2642494415644693198,0.5,53598,4789
2682536364661813364,0.3919999897480011,53606,4791
2688098831691263245,0.5,53673,4795
2758051872641166701,0.33399999141693115,53813,4810
2681667921651881604,0.3199999928474426,53893,4818
2715390140690065188,0.3499999940395355,53899,4820
2693604212682256417,0.37599998712539673,54433,4874
2769052129666686294,0.3799999952316284,54471,4876
2753762097662984027,0.34200000762939453,54817,4903
2707907210656326411,0.29600000381469727,55110,4926
2643445088671231881,0.2639999985694885,55162,4930
2650758950669446946,0.27799999713897705,55259,4936
2719327989672684955,0.38199999928474426,55310,4938
2747094771648779203,0.20999999344348907,55336,4941
2760914410655660477,0.3700000047683716,55497,4958
2654676625670293620,0.33000001311302185,55535,4962
2740111695678774555,0.41999998688697815,55569,4963
2737943470664248397,0.38199999928474426,55801,4972
2680264876641579820,0.4580000042915344,55858,4977
2693475770648871244,0.4099999964237213,56038,4990
2682620925650055677,0.3199999928474426,56076,4996
2712169871688795506,0.4480000138282776,56183,5008
